Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer Segment,Department Name,Market,Order City,Order Country,order date (DateOrders),Order Id,Order Item Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order Status,Product Name,Product Price,shipping date (DateOrders),Shipping Mode
PAYMENT,2,4,16.32,122.45,Advance shipping,0,Golf Gloves,Consumer,Golf,Europe,Ukraine,Ukraine,5/2/2017 22:27,3816,7753,2.5,0.02,24.99,5,124.95,122.45,16.32,Eastern Europe,PROCESSING,Team Golf Pittsburgh Steelers Putter Grip,24.99,5/4/2017 22:27,Standard Class
PAYMENT,2,4,-9.13,32.78,Advance shipping,0,Golf Gloves,Consumer,Golf,Europe,Ukraine,Ukraine,5/2/2017 22:27,3816,7754,7.2,0.18,19.99,2,39.98,32.78,-9.13,Eastern Europe,PROCESSING,Glove It Women's Imperial Golf Glove,19.99,5/4/2017 22:27,Standard Class
TRANSFER,4,4,-46.98,339.97,Shipping on time,0,Cardio Equipment,Corporate,Footwear,LATAM,Cuba,Cuba,4/27/2016 11:15,3817,7755,59.99,0.15,99.99,4,399.96,339.97,-46.98,Caribbean,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,5/1/2016 11:15,Standard Class
TRANSFER,4,4,57.6,115.2,Shipping on time,0,Men's Clothing,Corporate,Apparel,LATAM,Cuba,Cuba,4/27/2016 11:15,3817,7756,4.8,0.04,30.0,4,120.0,115.2,57.6,Caribbean,CLOSED,Columbia Men's PFG Anchor Tough T-Shirt,30.0,5/1/2016 11:15,Standard Class
CASH,1,0,15.54,32.89,Late delivery,1,Accessories,Consumer,Outdoors,Europe,Germany,Germany,4/6/2016 0:47,3818,7757,2.1,0.06,34.99,1,34.99,32.89,15.54,Western Europe,PENDING,Under Armour Hustle Storm Medium Duffle Bag,34.99,4/7/2016 0:47,Same Day
CASH,1,0,-27.19,106.59,Late delivery,1,Men's Footwear,Consumer,Apparel,Europe,Germany,Germany,4/6/2016 0:47,3818,7758,23.4,0.18,129.99,1,129.99,106.59,-27.19,Western Europe,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,4/7/2016 0:47,Same Day
CASH,1,0,-21.01,179.99,Late delivery,1,Water Sports,Consumer,Fan Shop,Europe,Germany,Germany,4/6/2016 0:47,3818,7759,20.0,0.1,199.99,1,199.99,179.99,-21.01,Western Europe,PENDING,Pelican Sunstream 100 Kayak,199.99,4/7/2016 0:47,Same Day
CASH,1,0,-3.25,19.36,Late delivery,1,Golf Gloves,Consumer,Golf,Europe,Germany,Germany,4/6/2016 0:47,3818,7760,2.64,0.12,22.0,1,22.0,19.36,-3.25,Western Europe,PENDING,Hirzl Women's Soffft Flex Golf Glove,22.0,4/7/2016 0:47,Same Day
CASH,1,0,37.95,158.39,Late delivery,1,Soccer,Consumer,Fan Shop,Europe,Germany,Germany,4/6/2016 0:47,3818,7761,1.6,0.01,159.99,1,159.99,158.39,37.95,Western Europe,PENDING,adidas Brazuca 2014 Official Match Ball,159.99,4/7/2016 0:47,Same Day
PAYMENT,5,2,-5.13,99.58,Late delivery,1,Girls' Apparel,Home Office,Apparel,Pacific Asia,Pakistan,Pakistan,8/6/2016 11:18,3819,7762,20.39,0.17,39.99,3,119.97,99.58,-5.13,South Asia,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,8/11/2016 11:18,Second Class
DEBIT,2,4,-2.1,21.12,Advance shipping,0,Golf Gloves,Consumer,Golf,Europe,Spain,Spain,6/14/2016 21:26,3820,7763,0.88,0.04,22.0,1,22.0,21.12,-2.1,Southern Europe,PENDING,Hirzl Women's Soffft Flex Golf Glove,22.0,6/16/2016 21:26,Standard Class
DEBIT,2,4,9.27,70.4,Advance shipping,0,Golf Apparel,Consumer,Golf,Europe,Spain,Spain,6/14/2016 21:26,3820,7764,9.6,0.12,80.0,1,80.0,70.4,9.27,Southern Europe,PENDING,LIJA Women's Button Golf Dress,80.0,6/16/2016 21:26,Standard Class
PAYMENT,4,4,-25.6,98.99,Shipping on time,0,Cardio Equipment,Corporate,Footwear,Europe,France,France,11/25/2017 15:58,3821,7765,1.0,0.01,99.99,1,99.99,98.99,-25.6,Western Europe,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,11/29/2017 15:58,Standard Class
PAYMENT,4,4,-20.43,331.98,Shipping on time,0,Fishing,Corporate,Fan Shop,Europe,France,France,11/25/2017 15:58,3821,7766,68.0,0.17,399.98,1,399.98,331.98,-20.43,Western Europe,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,11/29/2017 15:58,Standard Class
PAYMENT,4,4,17.33,49.98,Shipping on time,0,Indoor/Outdoor Games,Corporate,Fan Shop,Europe,France,France,11/25/2017 15:58,3821,7767,0.0,0.0,49.98,1,49.98,49.98,17.33,Western Europe,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,11/29/2017 15:58,Standard Class
PAYMENT,4,2,137.14,383.98,Late delivery,1,Fishing,Consumer,Fan Shop,Africa,South Africa,South Africa,1/11/2016 14:04,3822,7768,16.0,0.04,399.98,1,399.98,383.98,137.14,Southern Africa,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,1/15/2016 14:04,Second Class
PAYMENT,4,2,-7.23,40.0,Late delivery,1,Women's Apparel,Consumer,Golf,Africa,South Africa,South Africa,1/11/2016 14:04,3822,7769,10.0,0.2,50.0,1,50.0,40.0,-7.23,Southern Africa,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,1/15/2016 14:04,Second Class
DEBIT,2,4,-8.32,74.99,Advance shipping,0,Cardio Equipment,Home Office,Footwear,Pacific Asia,Iran,Iran,9/12/2017 23:24,3823,7770,25.0,0.25,99.99,1,99.99,74.99,-8.32,West Asia,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,9/14/2017 23:24,Standard Class
DEBIT,2,4,7.88,45.48,Advance shipping,0,Indoor/Outdoor Games,Home Office,Fan Shop,Pacific Asia,Iran,Iran,9/12/2017 23:24,3823,7771,4.5,0.09,49.98,1,49.98,45.48,7.88,West Asia,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,9/14/2017 23:24,Standard Class
DEBIT,2,4,-7.89,118.29,Advance shipping,0,Men's Footwear,Home Office,Apparel,Pacific Asia,Iran,Iran,9/12/2017 23:24,3823,7772,11.7,0.09,129.99,1,129.99,118.29,-7.89,West Asia,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,9/14/2017 23:24,Standard Class
DEBIT,2,4,10.44,161.97,Advance shipping,0,Cleats,Home Office,Apparel,Pacific Asia,Iran,Iran,9/12/2017 23:24,3823,7773,18.0,0.1,59.99,3,179.97,161.97,10.44,West Asia,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,9/14/2017 23:24,Standard Class
PAYMENT,4,4,-2.51,244.99,Shipping on time,0,Camping & Hiking,Corporate,Outdoors,LATAM,Mexico,Mexico,1/18/2016 18:49,3824,7774,5.0,0.02,249.99,1,249.99,244.99,-2.51,Central America,COMPLETE,Coleman 8-Person Instant Tent,249.99,1/22/2016 18:49,Standard Class
PAYMENT,4,4,28.24,94.96,Shipping on time,0,Indoor/Outdoor Games,Corporate,Fan Shop,LATAM,Mexico,Mexico,1/18/2016 18:49,3824,7775,5.0,0.05,49.98,2,99.96,94.96,28.24,Central America,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,1/22/2016 18:49,Standard Class
TRANSFER,2,4,-33.15,191.99,Advance shipping,0,Water Sports,Home Office,Fan Shop,Pacific Asia,New Zealand,New Zealand,10/6/2015 1:23,3825,7776,8.0,0.04,199.99,1,199.99,191.99,-33.15,Oceania,PENDING,Pelican Sunstream 100 Kayak,199.99,10/8/2015 1:23,Standard Class
PAYMENT,3,2,104.78,319.98,Late delivery,1,Fishing,Consumer,Fan Shop,Pacific Asia,Australia,Australia,5/9/2015 20:45,3826,7777,80.0,0.2,399.98,1,399.98,319.98,104.78,Oceania,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,5/12/2015 20:45,Second Class
PAYMENT,3,2,8.07,145.56,Late delivery,1,Girls' Apparel,Consumer,Apparel,Pacific Asia,Australia,Australia,5/9/2015 20:45,3826,7778,14.4,0.09,39.99,4,159.96,145.56,8.07,Oceania,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,5/12/2015 20:45,Second Class
TRANSFER,2,2,64.47,331.98,Shipping on time,0,Fishing,Corporate,Fan Shop,LATAM,Brazil,Brazil,11/30/2016 19:31,3827,7779,68.0,0.17,399.98,1,399.98,331.98,64.47,South America,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,12/2/2016 19:31,Second Class
TRANSFER,3,2,115.54,320.0,Late delivery,1,Golf Apparel,Corporate,Golf,USCA,United States,United States,11/20/2015 11:54,3828,7780,0.0,0.0,80.0,4,320.0,320.0,115.54,East of USA,COMPLETE,LIJA Women's Button Golf Dress,80.0,11/23/2015 11:54,Second Class
TRANSFER,3,2,-20.72,49.19,Late delivery,1,Cleats,Corporate,Apparel,USCA,United States,United States,11/20/2015 11:54,3828,7781,10.8,0.18,59.99,1,59.99,49.19,-20.72,East of USA,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,11/23/2015 11:54,Second Class
CASH,3,4,11.71,31.84,Advance shipping,0,Accessories,Home Office,Outdoors,LATAM,Cuba,Cuba,4/10/2017 22:30,3829,7782,3.15,0.09,34.99,1,34.99,31.84,11.71,Caribbean,PENDING_PAYMENT,Under Armour Hustle Storm Medium Duffle Bag,34.99,4/13/2017 22:30,Standard Class
DEBIT,2,2,29.46,189.98,Shipping on time,0,Cardio Equipment,Consumer,Footwear,LATAM,Honduras,Honduras,4/6/2016 3:40,3830,7783,10.0,0.05,99.99,2,199.98,189.98,29.46,Central America,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,4/8/2016 3:40,Second Class
DEBIT,2,2,-7.22,50.99,Shipping on time,0,Cleats,Consumer,Apparel,LATAM,Honduras,Honduras,4/6/2016 3:40,3830,7784,9.0,0.15,59.99,1,59.99,50.99,-7.22,Central America,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,4/8/2016 3:40,Second Class
DEBIT,2,2,18.78,40.79,Shipping on time,0,Golf Balls,Consumer,Golf,LATAM,Honduras,Honduras,4/6/2016 3:40,3830,7785,7.2,0.15,47.99,1,47.99,40.79,18.78,Central America,CLOSED,Titleist Pro V1 High Numbers Golf Balls,47.99,4/8/2016 3:40,Second Class
PAYMENT,3,4,130.89,479.95,Advance shipping,0,Cardio Equipment,Home Office,Footwear,Pacific Asia,Pakistan,Pakistan,8/26/2017 10:57,3831,7786,20.0,0.04,99.99,5,499.95,479.95,130.89,South Asia,PROCESSING,Nike Men's Free 5.0+ Running Shoe,99.99,8/29/2017 10:57,Standard Class
PAYMENT,3,4,61.74,123.49,Advance shipping,0,Men's Footwear,Home Office,Apparel,Pacific Asia,Pakistan,Pakistan,8/26/2017 10:57,3831,7787,6.5,0.05,129.99,1,129.99,123.49,61.74,South Asia,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,8/29/2017 10:57,Standard Class
DEBIT,6,4,-4.09,113.98,Late delivery,1,Cleats,Consumer,Apparel,LATAM,Colombia,Colombia,9/8/2016 23:44,3832,7788,6.0,0.05,59.99,2,119.98,113.98,-4.09,South America,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,9/14/2016 23:44,Standard Class
TRANSFER,1,0,1.87,49.79,Late delivery,1,Cleats,Corporate,Apparel,Europe,Poland,Poland,4/25/2015 13:42,3833,7789,10.2,0.17,59.99,1,59.99,49.79,1.87,Eastern Europe,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,4/26/2015 13:42,Same Day
TRANSFER,2,4,18.53,218.36,Advance shipping,0,Cleats,Home Office,Apparel,Europe,United Kingdom,United Kingdom,9/4/2016 11:21,3834,7790,21.6,0.09,59.99,4,239.96,218.36,18.53,Northern Europe,PENDING,Perfect Fitness Perfect Rip Deck,59.99,9/6/2016 11:21,Standard Class
PAYMENT,6,2,5.46,15.99,Late delivery,1,Golf Gloves,Consumer,Golf,Pacific Asia,Turkey,Turkey,7/15/2015 4:26,3835,7791,4.0,0.2,19.99,1,19.99,15.99,5.46,West Asia,ON_HOLD,Glove It Women's Imperial Golf Glove,19.99,7/21/2015 4:26,Second Class
PAYMENT,6,2,-8.59,52.79,Late delivery,1,Cleats,Consumer,Apparel,Pacific Asia,Turkey,Turkey,7/15/2015 4:26,3835,7792,7.2,0.12,59.99,1,59.99,52.79,-8.59,West Asia,ON_HOLD,Perfect Fitness Perfect Rip Deck,59.99,7/21/2015 4:26,Second Class
DEBIT,4,4,-0.26,98.99,Shipping on time,0,Cardio Equipment,Consumer,Footwear,LATAM,Colombia,Colombia,9/18/2016 22:32,3836,7793,1.0,0.01,99.99,1,99.99,98.99,-0.26,South America,PROCESSING,Nike Men's Free 5.0+ Running Shoe,99.99,9/22/2016 22:32,Standard Class
TRANSFER,2,4,-13.26,45.5,Advance shipping,0,Women's Apparel,Consumer,Golf,Pacific Asia,South Korea,South Korea,9/3/2015 14:59,3837,7794,4.5,0.09,50.0,1,50.0,45.5,-13.26,Eastern Asia,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,9/5/2015 14:59,Standard Class
TRANSFER,2,4,3.36,26.24,Advance shipping,0,Accessories,Consumer,Outdoors,Pacific Asia,South Korea,South Korea,9/3/2015 14:59,3837,7795,8.75,0.25,34.99,1,34.99,26.24,3.36,Eastern Asia,PENDING_PAYMENT,Under Armour Hustle Storm Medium Duffle Bag,34.99,9/5/2015 14:59,Standard Class
PAYMENT,6,2,12.69,87.99,Late delivery,1,Cardio Equipment,Consumer,Footwear,Pacific Asia,Bangladesh,Bangladesh,6/23/2016 2:51,3838,7796,12.0,0.12,99.99,1,99.99,87.99,12.69,South Asia,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,6/29/2016 2:51,Second Class
PAYMENT,6,2,113.75,227.49,Late delivery,1,Camping & Hiking,Consumer,Outdoors,Pacific Asia,Bangladesh,Bangladesh,6/23/2016 2:51,3838,7797,22.5,0.09,249.99,1,249.99,227.49,113.75,South Asia,PENDING_PAYMENT,Coleman 8-Person Instant Tent,249.99,6/29/2016 2:51,Second Class
PAYMENT,6,2,8.23,20.9,Late delivery,1,Golf Gloves,Consumer,Golf,Pacific Asia,Bangladesh,Bangladesh,6/23/2016 2:51,3838,7798,1.1,0.05,22.0,1,22.0,20.9,8.23,South Asia,PENDING_PAYMENT,Hirzl Women's Soffft Flex Golf Glove,22.0,6/29/2016 2:51,Second Class
PAYMENT,6,2,16.91,85.0,Late delivery,1,Women's Apparel,Consumer,Golf,Pacific Asia,Bangladesh,Bangladesh,6/23/2016 2:51,3838,7799,15.0,0.15,50.0,2,100.0,85.0,16.91,South Asia,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,6/29/2016 2:51,Second Class
PAYMENT,2,1,23.92,239.98,Late delivery,1,Camping & Hiking,Consumer,Fan Shop,Europe,Sweden,Sweden,5/12/2015 16:49,3839,7800,60.0,0.2,299.98,1,299.98,239.98,23.92,Northern Europe,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,5/14/2015 16:49,First Class
PAYMENT,2,1,17.18,117.58,Late delivery,1,Cleats,Consumer,Apparel,Europe,Sweden,Sweden,5/12/2015 16:49,3839,7801,2.4,0.02,59.99,2,119.98,117.58,17.18,Northern Europe,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,5/14/2015 16:49,First Class
DEBIT,4,2,9.05,56.99,Late delivery,1,Cleats,Consumer,Apparel,Europe,Russia,Russia,4/2/2017 23:44,3840,7802,3.0,0.05,59.99,1,59.99,56.99,9.05,Eastern Europe,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,4/6/2017 23:44,Second Class
PAYMENT,4,4,9.44,142.5,Shipping on time,0,Women's Apparel,Consumer,Golf,LATAM,Honduras,Honduras,2/25/2016 3:54,3841,7803,7.5,0.05,50.0,3,150.0,142.5,9.44,Central America,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,2/29/2016 3:54,Standard Class
TRANSFER,3,2,32.59,124.79,Late delivery,1,Men's Footwear,Consumer,Apparel,Europe,Portugal,Portugal,4/20/2015 17:01,3842,7804,5.2,0.04,129.99,1,129.99,124.79,32.59,Southern Europe,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,4/23/2015 17:01,Second Class
TRANSFER,3,2,-19.19,49.19,Late delivery,1,Cleats,Consumer,Apparel,Europe,Portugal,Portugal,4/20/2015 17:01,3842,7805,10.8,0.18,59.99,1,59.99,49.19,-19.19,Southern Europe,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,4/23/2015 17:01,Second Class
TRANSFER,6,2,32.44,122.19,Late delivery,1,Men's Footwear,Consumer,Apparel,Europe,Ukraine,Ukraine,10/12/2015 13:28,3843,7806,7.8,0.06,129.99,1,129.99,122.19,32.44,Eastern Europe,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,10/18/2015 13:28,Second Class
TRANSFER,6,2,26.61,199.17,Late delivery,1,Cleats,Consumer,Apparel,Europe,Ukraine,Ukraine,10/12/2015 13:28,3843,7807,40.79,0.17,59.99,4,239.96,199.17,26.61,Eastern Europe,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,10/18/2015 13:28,Second Class
DEBIT,3,4,13.68,45.0,Advance shipping,0,Women's Apparel,Consumer,Golf,USCA,Canada,Canada,1/5/2017 19:38,3844,7808,5.0,0.1,50.0,1,50.0,45.0,13.68,Canada,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,1/8/2017 19:38,Standard Class
PAYMENT,2,1,391.77,899.99,Late delivery,1,Cardio Equipment,Corporate,Fitness,Europe,United Kingdom,United Kingdom,1/28/2017 2:08,3845,7809,100.0,0.1,999.99,1,999.99,899.99,391.77,Northern Europe,COMPLETE,SOLE E35 Elliptical,999.99,1/30/2017 2:08,First Class
PAYMENT,2,1,-3.08,379.98,Late delivery,1,Fishing,Corporate,Fan Shop,Europe,United Kingdom,United Kingdom,1/28/2017 2:08,3845,7810,20.0,0.05,399.98,1,399.98,379.98,-3.08,Northern Europe,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,1/30/2017 2:08,First Class
PAYMENT,2,1,54.41,247.4,Late delivery,1,Indoor/Outdoor Games,Corporate,Fan Shop,Europe,United Kingdom,United Kingdom,1/28/2017 2:08,3845,7811,2.5,0.01,49.98,5,249.9,247.4,54.41,Northern Europe,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,1/30/2017 2:08,First Class
CASH,3,4,20.03,82.97,Advance shipping,0,Golf Gloves,Consumer,Golf,Pacific Asia,Turkey,Turkey,11/22/2016 20:31,3846,7812,16.99,0.17,24.99,4,99.96,82.97,20.03,West Asia,PROCESSING,Team Golf Pittsburgh Steelers Putter Grip,24.99,11/25/2016 20:31,Standard Class
DEBIT,2,1,-6.95,24.9,Late delivery,1,Men's Clothing,Consumer,Apparel,Europe,Germany,Germany,10/27/2016 23:54,3847,7813,5.1,0.17,30.0,1,30.0,24.9,-6.95,Western Europe,CLOSED,Columbia Men's PFG Anchor Tough T-Shirt,30.0,10/29/2016 23:54,First Class
DEBIT,4,4,298.17,939.99,Shipping on time,0,Cardio Equipment,Consumer,Fitness,LATAM,Colombia,Colombia,2/28/2017 4:38,3848,7814,60.0,0.06,999.99,1,999.99,939.99,298.17,South America,CLOSED,SOLE E35 Elliptical,999.99,3/4/2017 4:38,Standard Class
DEBIT,4,4,8.99,156.79,Shipping on time,0,Soccer,Consumer,Fan Shop,LATAM,Colombia,Colombia,2/28/2017 4:38,3848,7815,3.2,0.02,159.99,1,159.99,156.79,8.99,South America,CLOSED,adidas Brazuca 2014 Official Match Ball,159.99,3/4/2017 4:38,Standard Class
DEBIT,4,2,70.77,1320.0,Late delivery,1,Computers,Consumer,Technology,Europe,Spain,Spain,1/5/2016 12:23,3849,7816,180.0,0.12,1500.0,1,1500.0,1320.0,70.77,Southern Europe,PENDING_PAYMENT,Dell Laptop,1500.0,1/9/2016 12:23,Second Class
TRANSFER,4,4,49.88,159.99,Shipping on time,0,Water Sports,Corporate,Fan Shop,Africa,Egypt,Egypt,5/25/2016 21:41,3850,7817,40.0,0.2,199.99,1,199.99,159.99,49.88,North Africa,PENDING,Pelican Sunstream 100 Kayak,199.99,5/29/2016 21:41,Standard Class
TRANSFER,4,4,1.78,48.98,Shipping on time,0,Indoor/Outdoor Games,Corporate,Fan Shop,Africa,Egypt,Egypt,5/25/2016 21:41,3850,7818,1.0,0.02,49.98,1,49.98,48.98,1.78,North Africa,PENDING,O'Brien Men's Neoprene Life Vest,49.98,5/29/2016 21:41,Standard Class
TRANSFER,4,4,9.01,33.24,Shipping on time,0,Accessories,Corporate,Outdoors,Africa,Egypt,Egypt,5/25/2016 21:41,3850,7819,1.75,0.05,34.99,1,34.99,33.24,9.01,North Africa,PENDING,Under Armour Hustle Storm Medium Duffle Bag,34.99,5/29/2016 21:41,Standard Class
TRANSFER,5,2,33.14,97.99,Late delivery,1,Cardio Equipment,Consumer,Footwear,Europe,Spain,Spain,3/21/2015 9:25,3851,7820,2.0,0.02,99.99,1,99.99,97.99,33.14,Southern Europe,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.99,3/26/2015 9:25,Second Class
TRANSFER,5,2,65.0,129.99,Late delivery,1,Men's Footwear,Consumer,Apparel,Europe,Spain,Spain,3/21/2015 9:25,3851,7821,0.0,0.0,129.99,1,129.99,129.99,65.0,Southern Europe,ON_HOLD,Nike Men's CJ Elite 2 TD Football Cleat,129.99,3/26/2015 9:25,Second Class
TRANSFER,5,2,2.17,18.19,Late delivery,1,Golf Gloves,Consumer,Golf,Europe,Spain,Spain,3/21/2015 9:25,3851,7822,1.8,0.09,19.99,1,19.99,18.19,2.17,Southern Europe,ON_HOLD,Glove It Women's Imperial Golf Glove,19.99,3/26/2015 9:25,Second Class
TRANSFER,5,2,30.93,153.56,Late delivery,1,Girls' Apparel,Consumer,Apparel,Europe,Spain,Spain,3/21/2015 9:25,3851,7823,6.4,0.04,39.99,4,159.96,153.56,30.93,Southern Europe,ON_HOLD,Under Armour Girls' Toddler Spine Surge Runni,39.99,3/26/2015 9:25,Second Class
DEBIT,2,2,21.99,43.98,Shipping on time,0,Indoor/Outdoor Games,Home Office,Fan Shop,Pacific Asia,Thailand,Thailand,1/13/2017 2:19,3852,7824,6.0,0.12,49.98,1,49.98,43.98,21.99,Southeast Asia,PROCESSING,O'Brien Men's Neoprene Life Vest,49.98,1/15/2017 2:19,Second Class
DEBIT,2,2,-9.8,163.99,Shipping on time,0,Water Sports,Home Office,Fan Shop,Pacific Asia,Thailand,Thailand,1/13/2017 2:19,3852,7825,36.0,0.18,199.99,1,199.99,163.99,-9.8,Southeast Asia,PROCESSING,Pelican Sunstream 100 Kayak,199.99,1/15/2017 2:19,Second Class
CASH,3,1,31.21,587.99,Late delivery,1,Fitness Accessories,,Fitness,Pacific Asia,Pakistan,Pakistan,5/4/2017 18:11,3853,7826,12.0,0.02,599.99,1,599.99,587.99,31.21,South Asia,PROCESSING,Bowflex SelectTech 1090 Dumbbells,599.99,5/7/2017 18:11,First Class
TRANSFER,2,1,147.56,383.98,Late delivery,1,Fishing,Consumer,Fan Shop,Europe,France,France,8/8/2015 14:58,3854,7827,16.0,0.04,399.98,1,399.98,383.98,147.56,Western Europe,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,8/10/2015 14:58,First Class
TRANSFER,3,4,-72.55,203.97,Advance shipping,0,Cleats,Consumer,Apparel,Europe,Russia,Russia,12/7/2017 1:03,3855,7828,35.99,0.15,59.99,4,239.96,203.97,-72.55,Eastern Europe,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,12/10/2017 1:03,Standard Class
TRANSFER,3,4,-2.95,39.98,Advance shipping,0,Indoor/Outdoor Games,Consumer,Fan Shop,Europe,Russia,Russia,12/7/2017 1:03,3855,7829,10.0,0.2,49.98,1,49.98,39.98,-2.95,Eastern Europe,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,12/10/2017 1:03,Standard Class
DEBIT,2,4,8.59,49.19,Advance shipping,0,Cleats,Consumer,Apparel,LATAM,Honduras,Honduras,9/30/2016 8:59,3856,7830,10.8,0.18,59.99,1,59.99,49.19,8.59,Central America,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,10/2/2016 8:59,Standard Class
DEBIT,2,4,82.97,191.99,Advance shipping,0,Water Sports,Consumer,Fan Shop,LATAM,Honduras,Honduras,9/30/2016 8:59,3856,7831,8.0,0.04,199.99,1,199.99,191.99,82.97,Central America,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,10/2/2016 8:59,Standard Class
PAYMENT,3,2,-29.01,106.59,Late delivery,1,Men's Footwear,Corporate,Apparel,LATAM,Dominican Republic,Dominican Republic,12/30/2016 2:09,3857,7832,23.4,0.18,129.99,1,129.99,106.59,-29.01,Caribbean,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,1/2/2017 2:09,Second Class
TRANSFER,6,4,16.72,114.39,Late delivery,1,Men's Footwear,Consumer,Apparel,Pacific Asia,Australia,Australia,6/17/2015 0:18,3858,7833,15.6,0.12,129.99,1,129.99,114.39,16.72,Oceania,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,6/23/2015 0:18,Standard Class
TRANSFER,5,4,38.93,195.99,Shipping canceled,0,Water Sports,Consumer,Fan Shop,Europe,France,France,8/5/2016 5:49,3859,7834,4.0,0.02,199.99,1,199.99,195.99,38.93,Western Europe,CANCELED,Pelican Sunstream 100 Kayak,199.99,8/10/2016 5:49,Standard Class
TRANSFER,5,4,9.36,351.98,Shipping canceled,0,Fishing,Consumer,Fan Shop,Europe,France,France,8/5/2016 5:49,3859,7835,48.0,0.12,399.98,1,399.98,351.98,9.36,Western Europe,CANCELED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,8/10/2016 5:49,Standard Class
TRANSFER,5,4,-15.01,143.99,Shipping canceled,0,Soccer,Consumer,Fan Shop,Europe,France,France,8/5/2016 5:49,3859,7836,16.0,0.1,159.99,1,159.99,143.99,-15.01,Western Europe,CANCELED,adidas Brazuca 2014 Official Match Ball,159.99,8/10/2016 5:49,Standard Class
TRANSFER,5,4,6.49,15.99,Shipping canceled,0,Golf Gloves,Consumer,Golf,Europe,France,France,8/5/2016 5:49,3859,7837,4.0,0.2,19.99,1,19.99,15.99,6.49,Western Europe,CANCELED,Glove It Women's Imperial Golf Glove,19.99,8/10/2016 5:49,Standard Class
PAYMENT,2,1,47.44,335.99,Late delivery,1,Electronics,Corporate,Outdoors,USCA,United States,United States,7/4/2015 5:02,3860,7838,14.0,0.04,349.99,1,349.99,335.99,47.44,East of USA,COMPLETE,Garmin Forerunner 910XT GPS Watch,349.99,7/6/2015 5:02,First Class
PAYMENT,5,4,-3.33,23.99,Late delivery,1,Golf Gloves,Consumer,Golf,LATAM,Haiti,Haiti,8/2/2015 16:39,3861,7839,1.0,0.04,24.99,1,24.99,23.99,-3.33,Caribbean,CLOSED,Team Golf Pittsburgh Steelers Putter Grip,24.99,8/7/2015 16:39,Standard Class
